Archivo,Metodo,Target,RMSE,RMSE_baseline,RMSE_zeros,MAE,MAE_baseline,MAE_zeros,Alpha,Valor_Real,Prediccion,Valor_Baseline,Valor_Zeros,Fecha_Semana
adj_close.csv,ARIMA,BND,0.00122912,0.00203349,0.00103663,0.00122912,0.00203349,0.00103663,"ARIMA(2, 0, 0)",0.00103663,-0.0001925,0.00307011,0.0,2024-W37
adj_close.csv,ARIMA,BND,0.00085352,0.00140814,0.00037151,0.00085352,0.00140814,0.00037151,"ARIMA(2, 0, 0)",-0.00037151,0.000482,0.00103663,0.0,2024-W38
adj_close.csv,ARIMA,BND,0.00021297,0.00031835,5.316e-05,0.00021297,0.00031835,5.316e-05,"ARIMA(2, 0, 0)",-5.316e-05,0.00015982,-0.00037151,0.0,2024-W39
adj_close.csv,ARIMA,BND,0.00237898,0.00238236,0.00243552,0.00237898,0.00238236,0.00243552,"ARIMA(2, 0, 0)",-0.00243552,-5.654e-05,-5.316e-05,0.0,2024-W40
adj_close.csv,ARIMA,BND,0.00089089,0.00154342,0.0008921,0.00089089,0.00154342,0.0008921,"ARIMA(2, 0, 0)",-0.0008921,-1.21e-06,-0.00243552,0.0,2024-W41
adj_close.csv,ARIMA,BND,0.00043066,0.00094628,5.418e-05,0.00043066,0.00094628,5.418e-05,"ARIMA(2, 0, 0)",5.418e-05,-0.00037648,-0.0008921,0.0,2024-W42
adj_close.csv,ARIMA,BND,0.00171436,0.00190454,0.00185036,0.00171436,0.00190454,0.00185036,"ARIMA(2, 0, 0)",-0.00185036,-0.000136,5.418e-05,0.0,2024-W43
adj_close.csv,ARIMA,BND,0.00108518,0.00077347,0.00107689,0.00108518,0.00077347,0.00107689,"ARIMA(2, 0, 0)",-0.00107689,8.29e-06,-0.00185036,0.0,2024-W44
adj_close.csv,ARIMA,BND,0.00180121,0.00258755,0.00151066,0.00180121,0.00258755,0.00151066,"ARIMA(2, 0, 0)",0.00151066,-0.00029054,-0.00107689,0.0,2024-W45
adj_close.csv,ARIMA,BND,0.0015157,0.00318686,0.00167619,0.0015157,0.00318686,0.00167619,"ARIMA(2, 0, 0)",-0.00167619,-0.0001605,0.00151066,0.0,2024-W46
adj_close.csv,ARIMA,BND,6.733e-05,0.0019795,0.0003033,6.733e-05,0.0019795,0.0003033,"ARIMA(2, 0, 0)",0.0003033,0.00023597,-0.00167619,0.0,2024-W47
adj_close.csv,ARIMA,BND,0.00371084,0.00315114,0.00345445,0.00371084,0.00315114,0.00345445,"ARIMA(2, 0, 0)",0.00345445,-0.0002564,0.0003033,0.0,2024-W48
adj_close.csv,ARIMA,BND,0.00086967,0.00254883,0.00090562,0.00086967,0.00254883,0.00090562,"ARIMA(2, 0, 0)",0.00090562,3.595e-05,0.00345445,0.0,2024-W49
adj_close.csv,ARIMA,BND,0.00333612,0.00374764,0.00284202,0.00333612,0.00374764,0.00284202,"ARIMA(2, 0, 0)",-0.00284202,0.0004941,0.00090562,0.0,2024-W50
adj_close.csv,ARIMA,BND,0.00138736,0.00157204,0.00126998,0.00138736,0.00157204,0.00126998,"ARIMA(2, 0, 0)",-0.00126998,0.00011738,-0.00284202,0.0,2024-W51
adj_close.csv,ARIMA,BND,0.00043704,0.00048288,0.0007871,0.00043704,0.00048288,0.0007871,"ARIMA(2, 0, 0)",-0.0007871,-0.00035006,-0.00126998,0.0,2024-W52
adj_close.csv,ARIMA,BND,0.00050881,0.00113524,0.00034814,0.00050881,0.00113524,0.00034814,"ARIMA(2, 0, 0)",0.00034814,-0.00016067,-0.0007871,0.0,2025-W01
adj_close.csv,ARIMA,BND,0.002037,0.00247966,0.00213152,0.002037,0.00247966,0.00213152,"ARIMA(2, 0, 0)",-0.00213152,-9.453e-05,0.00034814,0.0,2025-W02
