Archivo,Metodo,Target,RMSE,RMSE_baseline,RMSE_zeros,MAE,MAE_baseline,MAE_zeros,Alpha,Valor_Real,Prediccion,Valor_Baseline,Valor_Zeros,Fecha_Semana
adj_close.csv,ARIMA,DIA,0.00459548,0.00660116,0.00466655,0.00459548,0.00660116,0.00466655,"ARIMA(0, 0, 1)",-0.00466655,-7.107e-05,0.00193461,0.0,2025-W10
adj_close.csv,ARIMA,DIA,0.00632198,0.00145043,0.00611698,0.00632198,0.00145043,0.00611698,"ARIMA(0, 0, 1)",-0.00611698,0.000205,-0.00466655,0.0,2025-W11
adj_close.csv,ARIMA,DIA,0.00219687,0.00853943,0.00242245,0.00219687,0.00853943,0.00242245,"ARIMA(0, 0, 1)",0.00242245,0.00022557,-0.00611698,0.0,2025-W12
adj_close.csv,ARIMA,DIA,0.00182927,0.00433805,0.0019156,0.00182927,0.00433805,0.0019156,"ARIMA(0, 0, 1)",-0.0019156,-8.633e-05,0.00242245,0.0,2025-W13
adj_close.csv,ARIMA,DIA,0.01630686,0.01431682,0.01623242,0.01630686,0.01431682,0.01623242,"ARIMA(0, 0, 1)",-0.01623242,7.444e-05,-0.0019156,0.0,2025-W14
adj_close.csv,ARIMA,DIA,0.00902221,0.02575622,0.0095238,0.00902221,0.02575622,0.0095238,"ARIMA(0, 0, 1)",0.0095238,0.00050159,-0.01623242,0.0,2025-W15
adj_close.csv,ARIMA,DIA,0.00594557,0.01604976,0.00652596,0.00594557,0.01604976,0.00652596,"ARIMA(0, 0, 1)",-0.00652596,-0.00058039,0.0095238,0.0,2025-W16
adj_close.csv,ARIMA,DIA,0.00439464,0.01140267,0.00487671,0.00439464,0.01140267,0.00487671,"ARIMA(0, 0, 1)",0.00487671,0.00048207,-0.00652596,0.0,2025-W17
adj_close.csv,ARIMA,DIA,0.00629582,0.0010299,0.0059066,0.00629582,0.0010299,0.0059066,"ARIMA(0, 0, 1)",0.0059066,-0.00038922,0.00487671,0.0,2025-W18
adj_close.csv,ARIMA,DIA,0.00021316,0.00620698,0.00030038,0.00021316,0.00620698,0.00030038,"ARIMA(0, 0, 1)",-0.00030038,-0.00051354,0.0059066,0.0,2025-W19
adj_close.csv,ARIMA,DIA,0.00690681,0.00718994,0.00688957,0.00690681,0.00718994,0.00688957,"ARIMA(0, 0, 1)",0.00688957,-1.725e-05,-0.00030038,0.0,2025-W20
adj_close.csv,ARIMA,DIA,0.00428873,0.01173983,0.00485027,0.00428873,0.01173983,0.00485027,"ARIMA(0, 0, 1)",-0.00485027,-0.00056154,0.00688957,0.0,2025-W21
adj_close.csv,ARIMA,DIA,0.00350948,0.00873505,0.00388478,0.00350948,0.00873505,0.00388478,"ARIMA(0, 0, 1)",0.00388478,0.0003753,-0.00485027,0.0,2025-W22
adj_close.csv,ARIMA,DIA,0.00292109,0.00128614,0.00259864,0.00292109,0.00128614,0.00259864,"ARIMA(0, 0, 1)",0.00259864,-0.00032245,0.00388478,0.0,2025-W23
adj_close.csv,ARIMA,DIA,0.00235643,0.00521618,0.00261754,0.00235643,0.00521618,0.00261754,"ARIMA(0, 0, 1)",-0.00261754,-0.0002611,0.00259864,0.0,2025-W24
